customer_id,recency,frequency,monetary,r_scaled,f_scaled,m_scaled,cluster,customer_segment
3f0cc89cb42d4d43d162d289aaa19eb19ddb3082989f7265bfeddcbe70d24927,1,1,0.001288,0.0,0.32678647381815895,0.01061684853560522,0,Hibernating / Lost
632d9356c8f254b0b2317d09a931b9c1ba32bc916c3f8335aae484d624b81e4e,1,1,0.001678,0.0,0.32678647381815895,0.013831577517659595,0,Hibernating / Lost
3fb97eecedae33d12fc5a668d339fbf77adfc6e2c610d1483c73c7b28177ad08,1,1,0.001678,0.0,0.32678647381815895,0.013831577517659595,0,Recent Potential
1b78e239327f387b3f32426eca114ea4d056a63ba58bacec4d4ef4bef16444f7,1,1,0.003373,0.0,0.32678647381815895,0.02780328424735746,0,Hibernating / Lost
78f07d9006fdb05179a29042a612e783815078036e16e966d40b8ed97c070eec,1,1,0.003373,0.0,0.32678647381815895,0.02780328424735746,0,Promising / Needs Attention
790f9d455d85fec7b193b49d251ecca34cfb6da7a36da66568b4f9314a13c9d2,1,1,0.003373,0.0,0.32678647381815895,0.02780328424735746,0,Recent Potential
122f4ad8132448285192051109e689ca51386ab633c46c37077eabd98da1a4f8,1,1,0.003373,0.0,0.32678647381815895,0.02780328424735746,0,Recent Potential
3f422629d88d3ef877cc63f236eb73ad652386232bb3023f4ddcf999def302ee,1,1,0.00422,0.0,0.32678647381815895,0.0347850161647935,0,Recent Potential
5295cacef702c58dda849c384d07f5273dbda1dd8dc4dbd0c50d99b807986c61,1,1,0.00439,0.0,0.32678647381815895,0.036186308285176175,0,Hibernating / Lost
4f754ab2682bd4c48ccd0a77a09fd39bfef9973417974929dae4921b2f8ab314,1,1,0.00439,0.0,0.32678647381815895,0.036186308285176175,0,Hibernating / Lost
6a1a9444c516e0bafb90ad73c24813c575537cfaa267c1fe707a4d2f3acd5277,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Hibernating / Lost
428e6f55a1729cde4f19760419a600481e7d7327669bc9e062872cd50c511262,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Hibernating / Lost
45bdd16f28c8a5ead8e8d0cb691c893bc3200894b8351b969e3a991ee3e1fd1a,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Hibernating / Lost
1b77aa3639d8ccd3154812afc0248c1f1406d3f189913683a3f0aeab446563fe,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Recent Potential
71c9f080ed873469959df17725a9a8532bc91321c34bc80bff4abb20b0fe67e5,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Recent Potential
12cd70e41e285a4366ca28da7c327df834f4fd213690b659a5d81cbf1298763f,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Recent Potential
7a1611b04a923ad762553eacc2244e347fa49a0030de75ebae8d7e063c3a48b1,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Recent Potential
7caa050d6cc78267ba9fb083d7bfefdb584439f558302ecbcdea4b88dc7b4c86,1,1,0.005068,0.0,0.32678647381815895,0.04177499097705532,0,Recent Potential
71b7f50ea0f93860d858222d1e0dbd97756b7bc0520633bb08a22ef30937ae4a,1,2,0.006746,0.0,0.6535729476363179,0.05560656849471492,0,Loyal Customers
591e5d2ab43418e74d075220b39b30209dce4a362b43aca30c97f2c3e6436e76,1,1,0.006763,0.0,0.32678647381815895,0.05574669770675318,0,Hibernating / Lost
6a163bdc98dc7a3a4002660ec735166d33cad79955272049b41b988b2544e0b1,1,1,0.006763,0.0,0.32678647381815895,0.05574669770675318,0,Hibernating / Lost
6e00849c58b59123342c9a1df33f31b7dbd9444ccdf72af938be2461c1c9bd42,1,1,0.006763,0.0,0.32678647381815895,0.05574669770675318,0,Promising / Needs Attention
0fed24f375331dcd3db9147feffac2b13283a41f403bb14df02cc95261700bc3,1,1,0.006763,0.0,0.32678647381815895,0.05574669770675318,0,Promising / Needs Attention
7725ca51d832269c3ec84ecca5b770714246615b9a43d73a6754f85803dfd487,1,1,0.006763,0.0,0.32678647381815895,0.05574669770675318,0,Promising / Needs Attention
7be3965956dfc2777082128c0347bdfbc9b65cd3ac446aae405e9901cb5f9222,1,1,0.006763,0.0,0.32678647381815895,0.05574669770675318,0,Recent Potential
6a463114baed25212a6e98aa2930b95621c21312417cb196233f05c1f6c91a4e,1,1,0.006763,0.0,0.32678647381815895,0.05574669770675318,0,Recent Potential
49f81da266f7682e181da79fc5bb3a293af81140ce764178d762eb3a422037da,1,1,0.007186,0.0,0.32678647381815895,0.05923344221805831,0,Recent Potential
78f17edffcccd5ca24ad8fd76cf2bea65c589586bec4a6636108026f0fa08a90,1,1,0.008458,0.0,0.32678647381815895,0.06971840443645105,0,Hibernating / Lost
